index,text,chapter,offensive
422,"The rooms are decorated with handsome mirrors, rich carving in wood, and elegant painted wall-screens.",20,0
423,You see the tops of these tables are of mottled marble; the frame-work and the stools are of rich black wood.,20,0
424,"The rooms are lighted by large lanterns of glass set in wooden frames, which you can see suspended from the ceiling.",20,0
425,"In the rear of this room there is a large kitchen where professional cooks, noted for their cleanliness, are employed in making all sorts of pastry.",20,0
426,A peculiar feature of these kitchens is the large stock of boiling water kept on hand and sold at two cash a kettleful-two cash being about one-eighth of a cent.,20,0
427,"This is a rather clever bit of economy where fuel is quite expensive, and, some time, perhaps, stands for the sale of hot water may become a paying business in America when the exigencies of vastly increased population compel a more grinding economy.",20,0
428,"As guests enter and seat themselves at these tables, trays of sweetmeats and fruits of many sorts are placed on the tables occupied.",20,0
429,"Small cups of tea, well made but never strong as it is taken in Western countries, are also placed before the guests.",20,0
430,"When the temperate, harmless beverage is finished, guests, the occasional guests, are expected to leave and give place to others; but the man of leisure may be expected to spend his excess of time here in tea-inspired sociality with friends and neighbors.",20,0
431,To increase the hilarity proprietors often engage vocalists and professional story-tellers and reciters who sing and relate and recite all day long.,20,0
432,Smaller rooms are connected with these places in which those addicted to the opium habit can retire to inhale the fumes of that seductive alkaloid.,20,0
433,"Old men are found here who, between their pipes and occasional cups of tea, pass away many weary hours.",20,0
434,"Public thoroughfares are naturally chosen for tea-rooms; they are, therefore, not infrequently found adjoining temples and yamens.",20,0
435,"This, then, is what I have called the national resort of China, with seldom anything more than tea for a beverage and sweetmeats and the pipe as indulgences.",20,0
436,You see these men at the tables; the trays of cakes and fruits have been mostly removed; the small teacups may be refilled.,20,0
437,"The delicious tea costs less than a cent a cup; there is no drunkenness here; there are no bar-room brawls; there may be the mild merriment and sociability that come of theine, but not the maniacal madness of alcohol.",20,0
438,"You may see two pipes standing on the table by the teacups; they are not opium-pipes, but a not uncommon style of metal tobacco-pipe.",20,0
439,The horizontal bowl is filled with water; the small upright bowl for the tobacco is attached to the top of the water-bowl; a small quantity of tobacco is used at one time; the smoke is drawn through the water and thereby cooled and purified.,20,0
440,"Water-pipes in endless varieties are used, not only in China, but in all Oriental countries; so between sipping draughts of mild tea and whiffing a smoke well freed of its harmful alkaloid, the Chinaman whiles away his leisure.",20,0
441,"For the peerless poet makes Cæsar say: ""Yon Cassius has a lean and hungry look; he thinks too much; such men are dangerous.""",20,0
442,"One lady noticing the sharp, thin face of this man remarked, ""When the Chinese are skinny they are so awful skinny!""",20,1
443,"For no sooner had we entered the place than he ordered a cup of tea for himself, and ordered his cup several times refilled.",20,0
444,"I smiled at his many generous draughts; but when leaving the place I learned that although his face was thin, there was no lack of “ cheek""; the several cups were all charged to me.",20,0
445,"This was the third time in the one day's service that this old picked-up guide had ""squeezed my pigeon""; but I should explain this curious phrase, which is current and well understood in all parts of China where the so-called ""pigeon English ""is spoken.",20,0
446,"“Pigeon,"" or ""pigin,"" is as near as the Chinese lingual organs can come to saying business.",20,0
447,"A Chinaman, for instance, who wishes to say, ""That is not my business,"" will say, ""That no my pigeon.""",20,0
448,"All Chinese servants, without exception, will in some way get a commission or a profit out of any handling of money for their employers.",20,1
449,"On the same day this cadaverous-looking old Cassius accompanied me to the native city where he pretended that certain fees were required, a part of which, I am sure, he kept himself.",20,0
450,"Later in the day he engaged to find a native woman who would allow her compressed feet to be photographed; he found one who would thus expose her feet for two dollars, as he said.",20,0
451,"Thus at this tea-house was my ""pigeon squeezed ""for the third time in one day.",20,0
452,"As we reached the street I entered a rikisha"" and said to my hungry old guide: ""You squeeze my pigeon three times, I squeeze your pigeon one time,"" and deducted from his pay three ""squeezes,"" and we parted.",20,0
453,He had previously committed several murders; but his last offense was the gouging out of a man's eyes.,20,0
454,He was taken in this crime and brought to the native city where he was tried before a Chinese tribunal and condemned to die by what is known as the cage.,20,0
455,"One of China's Most Terrible Methods of Death Punishment, the ""Cage,"" Shanghai.",21,0
456,"The public announcement that the death penalty by the ""cage"" was to be inflicted upon this notorious fiend created great excitement among the natives of Shanghai.",21,0
457,"This means of execution had not been employed for many years; few had ever seen a criminal in a cage,"" which consists, as you can see, of a frame of rough sticks.",21,0
458,"Boards are placed close around his neck and made fast to the frame; flat stones are placed beneath his feet, supporting him about twelve inches above the ground.",21,0
459,"After a stated time these stones are removed one by one, causing a gradual suspension by the neck and a slow strangulation.",21,0
460,"Before the termination of this prolonged death penalty, the criminal in his cage is compelled to stand one day before each gate of the city.",21,0
461,There are six gates to the old city of Shanghai; that means a week of unimaginable fatigue before the scornful gaze of crowds in the thoroughfares.,21,0
462,"When I heard of this unusual spectacle of a caged criminal, I arranged with a Chinese shopkeeper, with whom I had become acquainted, to go with me as interpreter, he being able to speak a little English.",21,0
463,"When we finally found him he was surrounded by an impenetrable crowd of natives, and his charges had gone up to five dollars under a lively patronage.",21,0
464,"We found we had to negotiate with the police in charge, who were evidently dividing the ""squeezes"" with the prisoner.",21,0
465,"My Chinese friend succeeded after tedious parley in a surging crowd in reducing the license from five Mexican dollars to four, with the proviso that the crowd must be cleared out of the way, and that the prisoner must remove his hat and turn his face toward the light.",21,0
466,"Notice how he holds the straw hat, which by our verbal contract he was obliged to remove; and note also the peculiarities of his hair; his queue has been removed and his front hair allowed to grow.",21,0
467,The queue and the shaven front are marks of loyalty to the reigning dynasty and not permitted on the part of those under condemnation.,21,0
468,"Notice the iron hasps on the side of the cage, through which poles are put to carry it from gate to gate; also the flat stones beneath his feet soon to be removed one by one.",21,0
469,"When the morrow came this poor callous wretch was dead; his friends had smuggled in to him during the last night a mortal draught, and he cheated the cage of its intended strangulation.",21,0
470,"His face is not so bad, less Mongolian than most in that horde behind; but the capacity for heartless crime was there, and he paid the penalty.",21,1
471,This is one of the many strange devices for torture and punishment practiced in China; further on in our itinerary I will explain others.,21,0
472,"You are accustomed to see the former contracted beyond the normal condition, but not the latter; so we will enter a room at the hotel where you can see what has rarely been seen, the unwrapped, exposed small feet of a Chinese woman.",21,0
473,"All the world has heard of these small feet, but very few, even of the missionaries who dwell in that land, have ever seen them.",21,0
474,"22. A High-caste Lady's Dainty ""Lily Feet,"" Showing Method of Deformity (Shoe Worn on Great Toe Only), Shanghai.",22,0
475,"Much has been written about this strange custom of binding the feet, and many different ideas advanced as to its origin.",22,0
476,Some Chinese tell us that it was a handicap placed on woman's gadding proclivities many centuries ago.,22,0
477,"Another tradition tells how a beautiful princess, having club feet, so skillfully concealed the fact that others imitated her methods and in this way her imitators brought about a fashion of binding the feet.",22,0
478,"I am more inclined to believe, however, that it is an innovation of fashion; that through all time small feet have been considered more comely than large feet; and fashion exaggerates every means to an end, and this custom has been exaggerated into a deformity in China.",22,0
479,Western nations are not guiltless in this matter; corns and bunions and other feet ailments are often attributable to feet-binding by shoes which are too small.,22,0
480,Any person who wears shoes a size or a half-size too small lives in a glass house and must not criticise foot-binding in China; it is therefore a matter of degree and not principle.,22,0
481,"The Chinese insist that tight lacing in Western countries is in worse taste and more injurious to health than feet-binding; that the waist is more vital than the feet, and that a slight compression of the former is more disastrous than even malformation of the latter.",22,0
482,"It is generally believed that feet-binding is only practiced by the upper classes, and that ""lily feet"" are a badge of refinement; later writers and travellers in China claim this is a mistake, and my own observations have been that it is practiced by all classes except the Manchus, though no doubt less by the lower class, who are obliged to work.",22,0
483,"When the little miss has her muscles of locomotion fairly well developed, say at from five to eight years of age, pieces of cloth from two to three inches wide are wound tightly around the feet, commencing at the great toe and winding upward to and over the ankle; the toes are turned under, as you see them in this case; the heel is drawn toward the sole of the foot.",22,0
484,until the two extremes are nearly in contact; other and stronger wrappings are added; occasionally the bandages are removed and readjusted; the circulation is sufficiently arrested to stop further growth and development.,22,-1
485,"Disuse of the feet deteriorates the muscles of the legs, and the calves almost disappear; but this adds to the symmetry of the ideal female form which, according to the Chinese fancy, should taper gradually from the shoulders to the point of the little foot.",22,0
486,"These dainty feet are well nigh useless for pedestrian purposes, and impart a gait which one can imitate perfectly by trying to walk on the heels without touching the front part of the foot to the ground.",22,0
487,"Possibly you would like to know how I succeeded in getting this view, since I have told you they are so seldom seen.",22,0
488,"You remember my old guide at the tea-house who squeezed the pigeon"" when trying to find me a smallfooted subject.",22,0
489,"I went with him to a native quarter of the city, where he said he had bargained with a pretty girl; because I, of course, stipulated that the face should be pretty as well as the feet, for art purposes.",22,0
490,"He took me by devious ways to an upper floor, where, after haggling with the inmates for a tedious length of time, he brought forth an unusually comely specimen who giggled after the fashion of girls the world over; but she had not been made to understand that her feet must be unbound, and when this was explained to her she fled precipitately, and no money consideration would tempt her to return.",22,0
491,"We tried a third house, to which we were followed by a wild gang of idlers, who wondered what the ""fangwei"" (foreign devil) was in search of.",22,0
492,"After an extended search he found one girl, who, for a consideration of four Mexican dollars, would come to the hotel and unwrap her feet for the camera.",22,0
493,Long usage has taught them to look upon small feet as beautiful; but it is only when they are encased in dainty silken shoes that they are presentable.,22,0
494,"The small feet of the Chinese women are not so small as they appear to be; the sharp front part of the foot is wedged into the small shoe, while the heel is lifted up into the leg of the shoe, thus giving the appearance of a foot scarcely three inches long, when in reality it may be six or seven inches.",22,0
495,"We shall board that steamer in the evening, pay $7.50 for a first-class fare, and during the following forenoon shall be landed at Ningpo, which, as our map of eastern China shows, is about one hundred and fifty miles south of Shanghai.",22,0
496,"By descending the river and continuing directly eastward for ninety-five miles we would arrive at Chusan, in the group of islands of the same name.",23,0
497,"We have here again the same busy scene to be witnessed at every port in China, the ever-present, burden-bearing coolie who, in his own country, bids defiance to every form of labor-saving machine.",23,0
498,"He is a labor-machine himself-willing, patient, full of endurance and contentment on ten cents a day, and such a thing as a strike has never dawned on his ox-like willingness to do an ox's work.",23,0
499,His labor has been of great value to his country and to the world; but who has ever thought of erecting a monument in recognition of the world's indebtedness to the poor coolie.,23,0
500,We are seeing this place on the last day of April; by the shadows you know the sun is shining; by the umbrellas you know it is warm.,23,0
501,"For greater comfort some of the coolies, like the Russian peasants, are wearing their shirts outside their trousers, and I am not sure but it is the proper way.",23,0
502,"I imagine some of these bales contain charcoal, as large quantities of it are shipped to Shanghai; we can see junks in the river; Ningpo is an important place for junk-building.",23,0
503,"The Chinese consider Ningpo as one of the finest cities in the Empire; but to Europeans it is difficult to find much that may be considered fine; the streets are narrow and dirty, and it is intersected by numerous canals which are not by any means Venetian in general effect.",23,0
504,"And, as in all cities in China, everything is out of repair; there are no signs of progress; no new buildings or bridges; everything is old; everything is dilapidated; everywhere there is dirt and disorder.",23,1
505,"Pope makes order ""Heaven's first law,' but it is surely the tail-end of the Chinese code.",23,0
506,"After a half hour's walk we shall find a position on the upper floor of a native shop, from which we can overlook a long bridge of boats.",23,0
507,"24. Bridge over the Fung Wha Branch of the Tang River, Showing Catholic Church, Ningpo.",24,0
508,"This bridge is usually a great thoroughfare in Ningpo, especially on market days, when it is lined from end to end with sellers of all kinds of country produce, as well as manufactured goods.",24,0
509,"On such days it is next to impossible to pass over it, and ferrymen do a flourishing business, when this branch of the river is impeded by the multitude of small boats carrying passengers to and fro.",24,0
510,"The bridge is two hundred yards long and five broad, made of sixteen lighters chained together and covered with planks securely lashed, the whole line of boats being held by anchors.",24,0
511,It was while making this view that I espied a woman crossing with hair coiffured in a most unusual and fantastic style.,24,0
512,"I dispatched my native guide in great haste to intercept her and negotiate a pose, but all attempts and money offers were unavailing.",24,0
513,"Her hair was arranged in a thin, vertical coil, projecting about eight inches from her head behind and noticeable at any distance.",24,-1
514,"The wearers of this odd coiffure are female barbers and belong to an order called the ""To min.""",24,0
515,"There are three thousand in the ""To min"" set, and they, like the Tankia at Canton, are despised by the general community.",24,0
516,"The men are not allowed to compete in the examinations or follow an honorable vocation; they are often actors, musicians or sedan-chair carriers.",24,0
517,"The “To min"" are supposed to be descendants of one Kin who aided the Japanese in their attack on this province; hence the odium which has rested upon them ever since.",24,0
518,"It is often charged that the Chinese lack patriotism, but this prejudice against the ""To min"" surely resembles patriotism.",24,0
519,A Christian Church in the heart of a Chinese city is always a wonderful sight because of its power of suggestion.,24,1
520,"All denominations are represented, and it is said that the people in this province have been more susceptible to Christian influence than in many other parts of the country.",24,0
521,"The sights that meet the eye in Ningpo are very similar to those we have seen in Shanghai and Canton, but still there are some curious things worthy our attention.",24,0
522,"On our way, in a yard, a timber-yard, we will call it, we shall stop to inspect an unusual and ancient kind of saw-mill.",24,0
523,"This is truly the saw-mill of the country; it is everywhere in the rural districts, in the villages, in the great cities; even in the great cities like Shanghai and Tien-tsin, where manufacturers are partially Europeanized.",25,0
524,This primitive method of lumber making still bears the sway and the smart modern steam saw-mill can scarcely compete.,25,0
525,"This mill will generally run threescore and ten years without any important renovation or restoration; besides, it is not an eight-hour mill; it runs from sunrise to sunset and seven days in the week, and never goes on a strike; it contains an automatic free orchestra attachment which furnishes music all day long; that is, they sing as they work.",25,0
526,"The running expenses are trifling mill rent, twenty cents; fuel (rice), ten cents; extra mill hands, nothing; natural wear and tear, nothing; total daily running expense of the mill, thirty 1OO cents.",25,0
527,See if you can tell how this heavy timber is supported rigidly erect for the heavy strain of a cross-cut saw.,25,0
528,"It is after the fashion of our buck-saw, used horizontally, with the saw at right angles to the frame; that is the universal model of saw for the East, both for light and heavy work.",25,0
529,"There is a stack of bamboo poles of all sizes, destined to be used for almost every conceivable purpose.",25,0
530,We will give those poor toilers a few cash and proceed on our way until we reach a beautiful temple called the Fukien Guild Hall.,25,0
531,"This magnificent structure was first erected in the twelfth century by men from the Province of Fukien, which lies south of Chien Kiang, the province in which Ningpo is located.",26,0
532,"It was rebuilt in 1680, and one can scarcely believe from the bright new appearance of the carved columns that it has been standing as we now see it for over two hundred years.",26,0
533,"These Guild Halls in the Flowery Kingdom correspond to clubs in Western 1Ο1 countries; they are social and semi-commercial, being a meeting place for commercial and literary men and people of wealth and standing.",26,0
534,"The buildings cover an extensive area, arranged in different halls of one story with a courtyard in front of each.",26,0
535,"Merchants from the same province of Fukien have erected another beautiful Guild Hall at Canton at a cost of $120,000.",26,0
536,"In some of the halls a stage is erected for theatrical performances, and from a balcony members and their friends can enjoy the entertainments.",26,0
537,"In other halls shrines are dedicated to different so-called deities, such as the Queen of Heaven, the God of Learning, etc.",26,0
538,"There is also in some part of the temple area an Ancestral Hall, in which tablets are erected in memory of departed members of the guild or club.",26,0
539,Lanterns and scrolls are suspended from the ceilings on which curious characters and devices are written in gorgeous colors.,26,0
540,"Some of these columns, my guide told me, were executed in Amoy and others in Ningpo; they are monolithic and of fine gray granite.",26,0
541,We have noticed from time to time on our journey the lack of architectural beauty and attractiveness in Chinese buildings.,26,0
542,"Just notice how delicate in every detail, how rich the designs and in what elaborate and bold relief are the figures on the columns of this porch.",26,0
543,The two national emblems are here brought before us so conspicuously and in such beautiful art that I must tell you something about them.,26,0
544,"The dragon is the symbol on the Imperial flag; the lion is the guardian of every home, shop and temple.",26,0
545,"Every people must have a mythology; human nature takes to myth as to food; it seems almost an indispensable psychological aliment, and the people of the Middle Kingdom are no exception.",26,0
546,"In Chinese mythology there is not one dragon, but many; there is the Celestial dragon which presides over the mansions of the gods; the divine dragon which causes the winds to blow.",26,0
547,The Buddhists consider their dragons as numerous as the fish of the sea; but the fabulous dragon with scales and claws seems to be a sort of Jupiter or Odin in their polytheism; he performs many functions.,26,0
548,"He is represented as a flying Saurian, yet without wings; plainly a different species from the one encountered by St. George.",26,0
549,"He is always represented as a scaly five-clawed crocodile; he presides over the elements; he has power to become visible or invisible; in short, he is a factotum in their divinity business.",26,0
550,"He is the crest on royal monuments, is displayed on the Emperor's robes, and the Grand Chair of State is called the dragon throne.",26,0
551,"He figures conspicuously in porcelain, in bronze, in painting, in sculpture, in every form of decoration; he is conventionalized into many grotesque forms with feathery spreading tail and bulging eyes.",26,0
552,You may see him carved in stone before every yamen and temple and official residence; at the shop doors in every street you will see him carved in wood and gilded.,26,0
553,"The lion, therefore, seems to be a one-headed Cerberus charged with the big task of guarding all the important doors of the Empire.",26,0
554,"Cerberus required three heads to guard the entrance to Hades, and two stern lions always guard important doorways in China.",26,0
555,"These guardian lions may be stone during the day, but they are good, vigilant, live lions during the night, so it is believed, and it is said they may be seen roaming about at hours when children should be in doors.",26,0
556,"Recalling these things, we can better understand why the lion and dragon are in such high esteem and how they outrank all other divinities in the Chinese mythology.",26,0
557,We should not fail to note carefully the splendidly carved dragons on those graceful columns and the one of the two lions which guard the door of this matchless Guild Hall.,26,0
558,"Do not make a mistake and confound our guide who rests on the porch with the Cerberus on the pedestal, because they are both lions on this occasion.",26,0
559,"Before returning to the ship which takes us back to Shanghai, we will enter one hall of a Buddhistic temple to look for a few moments at some gigantic statues of Buddha.",26,0
560,"We saw statues in the temple of the Five Hundred Genii at Canton, dedicated to the memory of distinguished followers of that great philosopher; and here we have before us great statues of Buddha himself.",27,0
561,"These immense figures are carved out of wood according to the conventional model of Buddhas the world over, i.e., in the sitting posture with legs crossed somewhat after the manner of the sartorial artist of earlier days, with eyebrows thinly trimmed down and with looped pendent ear lobes.",27,0
562,"Observe how, in his downcast gaze, the conception of humility has been wrought out as a proper attribute of the real philosopher; at the same time there is the expression of repose as one who has mastered all the ills of life and attained Nirvana.",27,0
563,"I have seen some wonderful monolithic statues of Buddha in Ceylon cut from prodigious granite bowlders and standing erect forty feet in height; also some of about an equal length lying prostrate in the rock temples at Dambulla, not far from the same place.",27,0
564,Even in this temple you may see the ubiquitous dragon wriggling in that ornate background of the statue.,27,0
565,"We must now make our obeisance, and leaving the presence of this august image of the great Indian philosopher, zigzag our way through teeming multitudes to our ship.",27,0
566,"Returning again to Shanghai, we enter the vehicle which I likened to the ""One-Hoss Shay,"" and passing around the native city enter the compound of the South Gate Presbyterian School, where we will find a charming group of native schoolgirls under the care of Miss Cogdal and receiving instruction in embroidery.",27,0
567,"28. Refinement and Industry for China's MassesGirls Making Embroidery at South Gate Presbyterian Mission School, Shanghai.",28,0
568,"Embroidery is the crowning glory of every wardrobe, and a wardrobe in China is not pretentious until it reaches a value of from five to ten thousand dollars.",28,0
569,"It is for furniture, wall decoration, screens, indeed, for everything in which rich silk fabric can form a part, from chair cushions to the royal robes of the Imperial Court.",28,-1
570,"Birds, butterflies, flowers, life figures and portraiture are all marvelously executed in the most exquisite colors and designs.",28,0
571,"Here you see a number of girls, nearly all from families of the better class, some grown to womanhood, others little tots, all neatly attired and as diligent as ants, at work on pieces of embroidery, stretched on sticks, after the fashion of the quilting frame of bygone days.",28,0
572,"It would be impossible, in all China, nay, in all the world, I am inclined to think, to find a more comely and cultured group of girls than these; so gentle, so refined, so modest.",28,0
573,And at this school several natives and others connected with the mission were doing guard duty every night; but no attack was ever made.,28,0
574,"Distance destroys sympathy, and those far away cannot realize how terribly cruel and wanton and widespread was the butchery of innocence in that relentless war.",28,0
575,This school is located quite away from the European settlement in one of the suburbs of the native city and is surrounded altogether by a native population.,28,0
576,"It was apparently under excellent management, and when these girls were allowed for the first time to look at some of Underwood & Underwood's stereoscopic photographs through the stereoscope, they were quite overpowered with curiosity, wonder and amazement; and when they learned they were to be stereographed they hopped about in the most lively fashion, as girls are wont to do when their joy becomes ecstatic.",28,0
577,They could scarcely be longer held at the plodding work of embroidery; they were all in a frolic when Miss Cogdal gave license for a romp in the yard.,28,0
578,"Then to show me how Occidental these Oriental girls are becoming under Western tuition, Miss Cogdal assembled her little flock for an exercise with the dumbbells.",28,1
579,"29. Training of Body and Mind and Soul-Chinese Children at Dumb-bell Exercises, South Gate Presbyterian Mission School, Shanghai.",29,0
580,"The little girls are placed in front, the larger ones in the rear; they all engage in the exercises with eagerness and animation and acquit themselves seemingly as well as Western girls could do.",29,0
581,On several occasions before I have asked you to notice the sad and expressionless faces in native groups; but these countenances are scarcely more than half Mongolian; they are bright and cheerful.,29,0
582,"This is partially owing to the fact that they have just been looking through the stereoscope and are at this moment being immortalized after the fashion of the subjects of the views they have seen, and partly to the loving influence of their kindly teacher.",29,0
583,"We find here no bare feet nor dirty faces, no soiled garments; all are neat and tidy, and from refined homes and under a faithful American teacher.",29,1
584,"Some four months later when I returned from Pekin and the North, I secured a stereoscope for their teacher with a picture of the class.",29,0
585,"When the stereoscope and the pictures were presented to Miss Cogdal she could scarcely repress her clamorous, importunate pupils, who clung to her skirts, awaiting their turns to witness their own faces under the magical effect, as it seemed to them, of the stereoscope.",29,0
586,"Keeping in mind that those pupils in the rear of the line are young ladies, I must tell you how carefully girls of the upper class are reared as regards moral and social training; though we are not to forget that China is full of paradoxes and contradictions.",29,0
587,"In reconciliation of these paradoxical statements, let me quote from a preface of a most interesting little book translated from the Chinese by Mrs. S. L. Baldwin: ""Few people in the West have any intelligent conception of the remarkable civilization that has existed in China for hundreds of years, and this in strange contrast with her squalor, poverty and heathenism.""",29,0
588,"Wherever we go in this ""Flowery Kingdom"" we are meeting these contradictions, viz.: remarkable civilization and amazing barbarism; so that one is constantly admiring and as constantly in a mood of imprecation.",29,0
589,"The little book to whose translation I have referred, is a book of etiquette entitled: ""Instruction for Chinese Women and Girls.""",29,0
590,"This extraordinary little book of etiquette was written over eighteen hundred years ago by one Pang Tai Ku, a very celebrated literary woman, and her instructions are so remarkable when we consider the time at which they were written that I cannot refrain from quoting some portions to you while these little girls and young ladies are before you; because we can scarcely help associating their grace and good breeding with such moral teaching as has come down through the centuries from Pang Tai Ku.",29,0
591,"Let me first give you the introduction to this venerable book of etiquette: ""Tai Ku, your handmaid, is of an illustrious family and was a philosopher's wife.",29,0
592,"I have tried to perfect myself in the four womanly virtues, which are: First, carefulness of deportment, which includes manners, dress, and all IIO outward conduct; second, all womanly duties; third, talking little and that of profit; fourth, to be virtuous.",29,0
593,I also earnestly tried to follow the example of the nine upright women' and 'three chaste ones' (ancient Chinese women distinguished for their virtues).,29,0
594,"Of cultivating virtue's method, The most important is To be pure and upright in morals; If pure, you are clean inside and outside; Chastity is your body's glory; Having it, all your acts shine.",29,0
595,"When walking, look straight, turn not your head; Talking, restrain your voice within your teeth; Sitting, don't shake your knees-a common fault with men.",29,0
596,"Standing, keep quiet your skirts; When pleased, laugh not aloud; If angry, still make no noise; USING THE NEEDLE.",29,0
597,"To embroider shoes, stitch stockings, Mend clothes, and unite cloth, Trim and quilt garments, III All such work should you be able to do.",29,0
598,"If you follow these instructions, Whether it be cold or warm, You will have suitable clothing, And rags and poverty you will not know.",29,0
599,Do not imitate lazy women Who from youth to womanhood have been stupid Not having exerted themselves in woman's work.,29,0
600,"The idle girl going forth to be married, Injures the reputation of her husband's whole family.",29,0
601,"If it is a male guest, The wife may not be seen, But, near the reception room Await her husband's orders.",29,0
602,"If the guest remains to eat and sleep, Wait for the husband to come And say what he wishes prepared; Whether to kill chickens or cook vegetables, Or only offer refreshments.",29,0
603,"Do not imitate those careless women Who do not look after the reception room; Who are hurried and without self-possession, And therefore do nothing properly.",29,0
604,"If a guest arrives When the husband is absent, Send a small child to inquire Whence he comes.",29,0
605,"If he looks like a friend, Send and ask his name And invite him to enter, Then with hair in order and dress neat, The wife may enter the reception room And present her salutation.",29,0
606,"After he has taken tea, She should inquire his business, And if he is a very near friend or relation, She may invite him to await her husband's return.",29,0
607,"Boys know not how to read; They grow up following their own wills, Drinking wine and seeking only amusement, Living idle and useless lives, Singing songs and dancing, Disregarding their family duties, And fearing not their country's laws.",29,0
608,Girls too are unwilling to learn; They are stubborn and talkative; They know little of woman's duties.,29,0
609,"Do not the foregoing quaint precepts written over eighteen hundred years ago plainly tell us that human nature never changes; that proprieties were the same then as now, and that boys and girls were boys and girls eighteen hundred years ago, and after all, human nature in the East is human nature in the West.",29,0
610,"So we will say good-by to our patient, gentle group of Mongolian lassies and take ""rikishas"" five or six miles farther out and southward to a village called Loong Wah, where once a year, during what is called the Peach-blossom Festival, the native inhabitants gather in great numbers to celebrate the bloom and promise of spring.",29,0
611,One of the most remarkable features of this festival celebration is the number of beggars gathered by the roadside on the way to Loong Wah.,29,0
612,"We will have only time and opportunity to look at one of these beggars; but he being the king of beggars, we will consider him a fitting representative of the whole race.",29,0
613,"30. ""King of the Beggars"" the Chief of a Beggar Guild–Vain of His Excessive Raggedness, Loong Wah.",30,0
614,"On our arrival at Loong Wah, near the pagoda of the same name, which you see a few hundred feet before us, this ""Jolly Old Beggar "" marched directly into our presence with greasy, but by no means a starved-looking face, and asked for alms.",30,0
615,We were at once struck by his extraordinary manner as well as by his extraordinary appearance; the first thing unusual in his manner was his smiling face and his cheerful willingness to stand before the camera.,30,0
616,"This was done, too, before I had been made aware that he was a distinguished man, well known in his native village and in the country round; he is a royal personage, even a king in his class, and undoubtedly a possessor of considerable wealth.",30,0
617,"There is a membership fee of about four dollars, and all members swear to abide by the rules and regulations of the society.",30,0
618,The power of the head of a guild is considerable; and they are sometimes appointed watchmen over certain streets because their authority is greatly respected by the unscrupulous element of their own society.,30,0
619,"When a member dies the guild furnishes a two-dollar coffin for decent burial, and other members are required to attend the funeral; they maintain a lodging-house in which members are allowed to sleep at the rate of one cash (one-seventeenth of a cent) a night.",30,0
620,In some towns the rich merchants furnish a dinner twice a year to the beggars on condition that they are not to be importuned by the guild for alms at other times.,30,0
621,"Some of these guilds follow curious occupations, as at Fool Chow, where they engage in rearing snakes, which are sold to the medical fraternity, who boil them down for medicinal purposes.",30,0
622,"All beggars are not members of a guild; many are too poor and miserable to cope with the initiation fees; such beggars you saw at the ""Dyingplace"" in Canton.",30,0
623,The many expedients to which beggars here resort to elicit sympathy and extort alms is an ethnological study.,30,0
624,"Sometimes they have been known to carry a most unsightly leper, on whom the progress of his incurable disease has sloughed off ears and nose and hands.",30,0
625,This is done to compel the inmates of homes to bestow alms in order to rid themselves of a loathsome nuisance.,30,0
626,"Others cut themselves with razors and bespatter themselves with blood, taking care always to present the most bloody appearance with the least cutting possible.",30,0
627,Another method is to stand on the street or by one's home and beat the head in a most ferocious manner with a stick.,30,0
628,"When I was in Canton visiting a great temple, a miserable wretch who had been awaiting my exit from one of the courts, staggered for some time and then fell prostrate on the flagstones, to all appearances suffering great agony and in a dying condition.",30,0
629,"My guide told me that it was all affected, but that I might better leave a little cash-balm for him, as we were in an evil crowd, in an unsafe quarter.",30,0
630,"An expedient tried by some is to ignite a combustible substance on the tops of their heads, when they howl and writhe with pain and in that way prey upon the sympathy of the onlookers.",30,0
631,"Still another device which may always be seen in beggar thoroughfares, is to sit by the wayside and dash the forehead against a flat stone placed on the ground before them; this is done until there is an abrasion of the skin and the blood trickles copiously down the face.",30,0
632,"I have mentioned some of the mercenary self-tortures inflicted by the army of mendicants met everywhere in China, while the ""King"" is still waiting for his tribute money.",30,0
633,"Baths and ablutions are unknown to his sovereign majesty, and an enumeration of the entomological attendants of this royal bundle would be as difficult as a census of the empire.",30,0
634,"I had the opportunity of meeting this ""King of the Beggars"" several times, but after I had bestowed a moderate fee for this pose, his Highness. did not deign to ask a second.",30,0
635,"Now let us ""Chin-chin "" (bye-bye) court fashion and return to Shanghai.",30,0
636,"SOO-CHOW Eighty miles northwest of Shanghai, situated on the Grand Canal, is a city famous in Chinese history, but not so well known to the outside world.",30,0
637,"It was founded 500 B.C. and must have been in its palmiest days a veritable Oriental Venice, being still as of old, intersected by waterways in every direction.",30,0
638,"I refer to the city of Soo-chow (see map of Eastern China), to which the pet name Beautiful Soo"" has been given, because of the many attractive features it possessed during its earlier days.",30,0
639,"The world is indebted to the scholarship and research of the Rev. Hampden C. Du Bose, D.D., for much information about this historic place.",30,0
640,"Dr. Du Bose has written a booklet called ""Beautiful Soo,"" in which he gives information that could scarcely be found elsewhere.",30,0
641,"He says the Chinese have a proverb as follows: ""Heaven is above-below is Soo-chow and Hangchow.""",30,0
642,"The Grand Canal at Soo-chow is connected with the Wusung at Shanghai by a branch canal, following the course of the Soo-chow creek.",30,0
643,"This waterway is well filled with all sorts of small craft plying between the two places, including steam-tugs towing native cargo and passenger-boats.",30,0
